Well_ID,Operator,Region,Well_Type,Formation,Latitude,Longitude,Spud_Date,Completion_Date,TVD_Depth_m,Status,Initial_Production_boe_d,Current_Production_boe_d,Water_Cut_pct,Royalty_Rate_pct,Cumulative_Oil_bbl,Cumulative_Gas_mcf,Cumulative_Water_bbl
AB-102236,MEG Energy,Peace River,Gas,Duvernay,56.0921,-117.4769,2020-09-01,2021-01-16,1371.1,Producing,343.1,53.2,75.2,15.87,2840.0,7982.0,1613.0
AB-102237,Obsidian Energy,Grande Prairie,Oil Sands,Bakken,55.3909,-119.2374,2001-03-13,2001-05-07,1858.2,Producing,69.9,0.0,,21.08,382919.0,329.0,119959.0
AB-102238,Athabasca Oil Corp,Grande Prairie,Gas,Duvernay,54.867,-118.572,2018-03-26,2018-04-22,775.2,Producing,12.8,5.4,73.9,16.39,4341.0,3523.0,11174.0
AB-102239,Cenovus Energy,Grande Prairie,Heavy Oil,Montney,54.9536,-119.3451,2017-03-18,2017-08-11,2178.2,Producing,23.4,2.3,66.0,11.55,39265.0,8.0,100999.0
AB-102240,Athabasca Oil Corp,Medicine Hat,Oil,Duvernay,50.1921,-110.8481,2023-07-04,2023-09-11,1427.3,Abandoned,25.3,0.0,59.9,2.04,12148.0,8707.0,33248.0
AB-102241,Canadian Natural Resources,Athabasca,Oil,Cardium,56.9295,-110.7542,2004-10-10,2004-12-07,1565.7,Producing,102.1,10.3,51.2,23.14,401501.0,68.0,329406.0
AB-102242,Suncor Energy,Cold Lake,Heavy Oil,Colorado Group,54.5858,-110.3171,2013-02-09,2013-06-29,1453.8,Abandoned,43.4,0.0,36.5,31.38,140691.0,269.0,178719.0
AB-102243,Crescent Point Energy,Cold Lake,Gas,Bakken,54.5618,-110.4515,2006-05-21,2006-07-22,1491.8,Producing,178.4,15.8,56.7,35.51,3390.0,1224.0,3368.0
AB-102244,Athabasca Oil Corp,Athabasca,Oil,Clearwater,58.2892,-110.6883,2003-04-02,2003-09-11,1136.7,Producing,110.1,0.4,46.5,24.4,848802.0,761.0,1495012.0
AB-102245,Cenovus Energy,Lloydminster,Oil Sands,Cardium,52.8841,-109.6865,1998-09-10,1998-11-30,2455.2,Producing,48.2,1.2,86.0,21.4,382452.0,816.0,531830.0
AB-102246,Suncor Energy,Cold Lake,Oil,Cardium,54.0813,-109.9668,2004-06-22,2004-12-06,2539.4,Producing,26.1,0.0,62.9,4.08,139631.0,2117.0,174241.0
AB-102247,Whitecap Resources,Medicine Hat,Oil Sands,Clearwater,50.2142,-110.8743,2000-04-19,2000-08-18,1019.1,Abandoned,98.0,0.0,85.2,30.17,576019.0,418.0,1697344.0
AB-102248,Whitecap Resources,Medicine Hat,Gas,Viking,49.9531,-111.1981,2008-03-12,2008-08-13,2214.6,Producing,56.6,2.0,98.0,37.55,4246.0,888.0,2348.0
AB-102249,Baytex Energy,Cold Lake,Oil,Bakken,54.0477,-110.0876,2017-02-02,2017-07-01,2720.0,Producing,16.1,1.3,64.7,22.26,32888.0,929.0,84096.0
AB-102250,Whitecap Resources,Cold Lake,Oil,McMurray,54.3656,-109.8774,2021-05-07,2021-10-19,,Producing,138.2,58.2,42.5,8.48,136702.0,79.0,396232.0
AB-102251,Imperial Oil,Athabasca,Oil,Colorado Group,57.2763,-110.781,2015-06-15,2015-11-14,2442.1,Producing,59.8,5.5,28.1,1.9,210815.0,5.0,117293.0
AB-102252,Cenovus Energy,Athabasca,Oil,Colorado Group,57.4034,-111.6322,2022-12-18,2023-01-04,2322.6,Orphan,106.8,0.0,25.0,7.76,90564.0,15.0,109603.0
AB-102253,Canadian Natural Resources,Grande Prairie,Gas,Viking,55.5077,-118.568,2004-09-25,2004-10-29,1646.1,Suspended,16.5,0.0,72.7,6.28,3436.0,237156.0,6652.0
AB-102254,Whitecap Resources,Peace River,Heavy Oil,Colorado Group,56.9492,-116.5376,2006-12-21,2007-05-12,3344.8,Suspended,9.0,0.0,67.7,11.47,41070.0,68.0,35381.0
AB-102255,Cenovus Energy,Cold Lake,Gas,Viking,54.5124,-110.2689,2020-06-27,2020-10-02,1614.0,Producing,23.6,4.0,16.2,30.24,193.0,8646.0,264.0
AB-102256,Cenovus Energy,Cold Lake,Gas,Viking,54.0358,-110.2341,2001-03-14,2001-07-20,2354.5,Abandoned,72.4,0.0,68.4,12.74,2583.0,369.0,6631.0
AB-102257,,Lloydminster,Gas,Colorado Group,53.0907,-110.056,2018-01-13,2018-07-05,1041.1,Producing,103.5,15.0,45.3,17.26,4061.0,5872.0,3102.0
AB-102258,Imperial Oil,Medicine Hat,Oil Sands,Bakken,50.471,-110.8862,2012-04-13,2012-08-16,1759.2,Suspended,65.3,0.0,,5.99,306355.0,109.0,435494.0
AB-102259,Suncor Energy,Lloydminster,Oil,McMurray,53.3295,-109.8569,2021-08-23,2021-09-29,746.6,Producing,102.4,48.9,86.9,5.2,172229.0,291.0,90147.0
AB-102260,Cenovus Energy,Medicine Hat,Oil,Viking,49.9607,-110.6824,1999-07-06,1999-12-22,1031.0,Producing,100.6,1.8,86.8,2.67,878547.0,439.0,768563.0
AB-102261,Crescent Point Energy,Lloydminster,Oil Sands,Colorado Group,52.83,-109.7867,2014-11-17,2015-04-11,1472.3,Orphan,153.4,0.0,,16.93,579257.0,123.0,550267.0
AB-102262,Cenovus Energy,Cold Lake,Oil Sands,Montney,54.3758,-110.0761,2009-01-09,2009-02-18,2368.1,Producing,209.0,6.7,79.8,11.64,990624.0,70.0,702274.0
AB-102263,Whitecap Resources,Cold Lake,Gas,Duvernay,54.373,-110.2856,2008-06-02,2008-08-06,2356.7,Suspended,36.9,0.0,50.9,18.18,3201.0,1716.0,9094.0
AB-102264,Crescent Point Energy,Peace River,Oil Sands,Montney,56.8647,-117.4367,2021-12-08,2022-05-21,1523.3,Suspended,53.0,0.0,72.9,7.3,67552.0,148.0,82539.0
AB-102265,MEG Energy,Lloydminster,Gas,Bakken,53.1188,-109.6878,2010-01-11,2010-03-02,2129.8,Abandoned,35.1,0.0,61.1,24.0,4519.0,5839.0,8356.0
AB-102266,Whitecap Resources,Lloydminster,Heavy Oil,Clearwater,53.3116,-109.7526,2005-03-17,2005-05-11,1362.7,Abandoned,20.2,0.0,42.9,38.43,149639.0,5243.0,46573.0
AB-102267,Whitecap Resources,Grande Prairie,Oil Sands,Colorado Group,54.9631,-118.8511,2002-05-07,2002-09-21,852.0,Producing,32.8,0.1,72.7,39.78,262649.0,628.0,374406.0
AB-102268,Suncor Energy,Medicine Hat,Heavy Oil,Cardium,50.3732,-110.8025,2004-12-26,2005-04-26,,Orphan,34.5,0.0,54.6,35.03,217559.0,1245.0,241849.0
AB-102269,Baytex Energy,Medicine Hat,Oil,Cardium,49.9042,-110.9206,1999-03-04,1999-07-23,1529.3,Suspended,65.9,0.0,98.0,3.45,258401.0,217.0,495142.0
AB-102270,MEG Energy,Medicine Hat,Oil Sands,McMurray,49.834,-110.6837,2017-08-03,2017-11-06,2056.9,Producing,124.5,49.3,63.9,18.6,347164.0,273.0,426746.0
AB-102271,Cenovus Energy,Cold Lake,Oil,Clearwater,54.4125,-109.9206,2011-05-16,2011-06-20,1766.4,Suspended,126.7,0.0,73.6,23.64,449969.0,178.0,744069.0
AB-102272,Athabasca Oil Corp,Peace River,Gas,Clearwater,56.2431,-116.5034,2010-12-06,2011-01-20,1636.4,Producing,103.8,3.2,61.4,16.72,2444.0,41780.0,1580.0
AB-102273,Suncor Energy,Peace River,Oil Sands,McMurray,56.1388,-116.9296,2011-01-12,2011-05-06,1613.9,Producing,35.5,5.5,73.9,23.1,150564.0,74.0,184660.0
AB-102274,Cenovus Energy,Athabasca,Heavy Oil,Viking,56.385,-110.5699,2007-11-14,2007-12-23,3092.2,Abandoned,33.2,0.0,42.0,39.37,149197.0,232.0,384125.0
AB-102275,Canadian Natural Resources,Medicine Hat,Oil,Clearwater,50.4914,-110.8034,2020-12-01,2021-04-25,2185.8,Producing,165.1,107.6,17.7,26.85,190455.0,30.0,315650.0
AB-102276,Obsidian Energy,Athabasca,Oil Sands,Montney,58.1415,-111.0215,2010-07-12,2010-11-06,1446.4,Suspended,40.0,0.0,,37.44,188752.0,13.0,543788.0
AB-102277,Athabasca Oil Corp,Cold Lake,Oil Sands,McMurray,54.3399,-110.0779,2018-02-22,2018-07-31,,Suspended,66.1,0.0,67.8,32.51,111683.0,2470.0,253971.0
AB-102278,Whitecap Resources,Athabasca,Gas,Montney,56.2846,-111.8582,2013-05-10,2013-10-28,2546.4,Suspended,46.7,0.0,34.0,5.66,1951.0,700.0,2095.0
AB-102279,Whitecap Resources,Athabasca,Oil Sands,Viking,57.0675,-111.0351,2022-07-25,2022-11-04,1338.7,Producing,125.6,61.4,71.5,15.53,90778.0,1118.0,168330.0
AB-102280,Obsidian Energy,Peace River,Heavy Oil,McMurray,56.9983,-116.8086,2015-03-13,2015-08-19,1847.2,Suspended,190.6,0.0,63.8,27.64,479854.0,43.0,218164.0
AB-102281,Obsidian Energy,Grande Prairie,Gas,McMurray,54.8565,-118.8877,2000-08-03,2000-10-12,787.4,Abandoned,66.7,0.0,98.0,20.44,4834.0,778.0,12732.0
AB-102282,Athabasca Oil Corp,Lloydminster,Oil,McMurray,53.0123,-110.0843,2021-06-08,2021-08-20,2627.2,Producing,18.0,11.6,40.2,19.08,30834.0,290.0,69785.0
AB-102283,Obsidian Energy,Cold Lake,Oil Sands,McMurray,54.0274,-110.4702,2013-08-06,2013-09-06,2085.2,Producing,572.3,175.7,27.9,3.84,1655545.0,60.0,3624126.0
AB-102284,Canadian Natural Resources,Cold Lake,Oil Sands,Duvernay,54.6843,-109.8723,2003-12-07,2004-03-19,,Producing,201.9,2.1,69.9,25.9,1310518.0,669.0,1013574.0
AB-102285,MEG Energy,Cold Lake,Oil,Cardium,54.0962,-110.269,2013-12-07,2014-04-11,674.3,Producing,37.5,1.2,56.2,9.34,131745.0,131.0,152229.0
AB-102286,Obsidian Energy,Athabasca,Oil Sands,Bakken,57.632,-110.7883,2005-05-13,2005-10-09,2427.2,Producing,26.8,0.1,49.2,8.92,135477.0,19.0,210788.0
AB-102287,MEG Energy,Cold Lake,Gas,Cardium,54.4789,-109.8791,2006-08-02,2006-10-19,1543.5,Abandoned,90.9,0.0,62.0,6.18,2696.0,1124.0,2440.0
AB-102288,Crescent Point Energy,Medicine Hat,Oil,Clearwater,49.919,-110.4885,2015-12-08,2016-04-22,2126.2,Producing,76.0,12.9,50.4,10.22,135331.0,1448.0,217535.0
AB-102289,Cenovus Energy,Lloydminster,Gas,Montney,52.8502,-109.6366,2010-09-20,2011-01-02,1267.6,Producing,49.4,5.3,53.1,16.36,1791.0,1203.0,2146.0
AB-102290,Athabasca Oil Corp,Grande Prairie,Oil Sands,McMurray,55.3201,-118.5433,2008-11-24,2009-04-11,2256.6,Abandoned,52.3,0.0,86.4,12.57,285688.0,180.0,131743.0
AB-102291,Canadian Natural Resources,Cold Lake,Heavy Oil,McMurray,54.024,-110.0409,2023-01-06,2023-06-05,2300.5,Producing,94.9,70.0,48.9,6.55,72189.0,40.0,180314.0
AB-102292,MEG Energy,Lloydminster,Heavy Oil,McMurray,52.8425,-109.5101,2013-05-18,2013-06-18,1589.6,Orphan,157.2,0.0,56.7,35.82,629178.0,42.0,929185.0
AB-102293,Suncor Energy,Grande Prairie,Oil,Colorado Group,54.8838,-119.4263,2019-06-09,2019-11-23,2765.5,Producing,39.7,20.9,66.4,12.47,45417.0,24.0,117117.0
AB-102294,Whitecap Resources,Peace River,Gas,Montney,56.4014,-116.9327,2006-08-21,2006-09-16,2454.6,Producing,139.5,1.6,66.1,26.23,1816.0,2616.0,4192.0
AB-102295,Imperial Oil,Grande Prairie,Gas,Clearwater,54.8498,-118.7624,2006-10-07,2006-11-17,2496.5,Suspended,20.0,0.0,71.0,1.35,2088.0,2019.0,2427.0
AB-102296,Obsidian Energy,Medicine Hat,Oil,Viking,50.395,-110.776,2016-02-21,2016-06-19,1669.3,Producing,449.5,15.1,34.4,33.14,856438.0,56.0,2483388.0
AB-102297,Canadian Natural Resources,Medicine Hat,Heavy Oil,Bakken,49.8025,-111.1296,2019-02-01,2019-07-10,1261.6,Producing,17.2,5.8,80.9,17.38,40362.0,248.0,105151.0
AB-102298,Crescent Point Energy,Peace River,Gas,Colorado Group,56.2813,-117.1436,2021-01-26,2021-04-26,2219.3,Orphan,141.9,0.0,26.1,2.8,4922.0,10811.0,6250.0
AB-102299,Cenovus Energy,Peace River,Oil Sands,Bakken,56.2916,-117.2671,2017-07-04,2017-07-23,2268.2,Producing,8.3,1.0,59.2,16.54,20994.0,24.0,16593.0
AB-102300,Athabasca Oil Corp,Grande Prairie,Oil,Montney,54.9484,-119.4309,2023-10-10,2023-12-01,3056.4,Abandoned,56.3,0.0,27.4,10.26,37628.0,38.0,64076.0
AB-102301,Whitecap Resources,Athabasca,Oil,Bakken,56.792,-110.6763,2015-12-14,2016-03-09,1575.4,Abandoned,12.0,0.0,23.7,10.13,26930.0,62.0,37423.0
AB-102302,Suncor Energy,Cold Lake,Oil,McMurray,54.3841,-110.2047,2006-12-18,2007-05-31,2633.6,Producing,41.4,0.8,90.7,29.93,271021.0,29.0,232926.0
AB-102303,Athabasca Oil Corp,Cold Lake,Oil,Bakken,54.1569,-109.9844,2006-03-06,2006-06-23,2139.4,Producing,79.9,10.0,67.0,19.21,414973.0,62.0,1231003.0
AB-102304,MEG Energy,Grande Prairie,Gas,Bakken,55.4809,-118.9135,2010-07-06,2010-12-26,2302.7,Producing,32.3,0.2,84.7,29.97,3639.0,3146.0,3942.0
AB-102305,MEG Energy,Lloydminster,Oil Sands,Colorado Group,53.3391,-110.0812,2006-10-14,2006-12-28,,Producing,43.4,0.5,45.7,36.52,274550.0,1206.0,655707.0
AB-102306,Whitecap Resources,Peace River,Oil Sands,Montney,56.3686,-116.5266,2005-09-11,2005-11-19,691.5,Producing,60.1,0.1,72.5,34.91,385663.0,172.0,1099730.0
AB-102307,Canadian Natural Resources,Grande Prairie,Oil,Duvernay,54.8655,-119.0549,2002-05-20,2002-07-17,1277.9,Orphan,148.5,0.0,50.4,25.56,805221.0,1624.0,1805771.0
AB-102308,Suncor Energy,Grande Prairie,Gas,Viking,55.0102,-119.083,1999-02-16,1999-06-27,2451.6,Orphan,32.7,0.0,98.0,14.47,2242.0,1499.0,1962.0
AB-102309,Suncor Energy,Grande Prairie,Gas,Cardium,55.1143,-119.2893,2009-06-25,2009-10-31,4104.5,Producing,329.0,2.8,83.8,28.95,729.0,5281.0,1878.0
AB-102310,Athabasca Oil Corp,Medicine Hat,Gas,Duvernay,50.423,-111.0928,2003-10-23,2003-11-15,2329.0,Producing,78.3,0.0,85.1,5.59,4318.0,785.0,5369.0
AB-102311,Athabasca Oil Corp,Lloydminster,Heavy Oil,Bakken,53.0376,-110.1668,2000-02-11,2000-07-17,2684.8,Producing,85.5,1.4,93.7,2.39,662686.0,179.0,490054.0
AB-102312,Crescent Point Energy,Cold Lake,Oil Sands,McMurray,54.2932,-110.0572,2021-03-14,2021-06-03,1081.6,Producing,45.1,8.4,34.9,5.97,58174.0,650.0,155842.0
AB-102313,Obsidian Energy,Athabasca,Oil Sands,McMurray,56.6027,-110.9476,2020-02-24,2020-08-14,1492.3,Suspended,9.5,0.0,27.2,38.8,18734.0,72.0,36846.0
AB-102314,Canadian Natural Resources,Athabasca,Oil,Bakken,57.0003,-110.6332,2003-02-27,2003-05-19,1848.7,Producing,67.6,0.1,86.1,37.49,305065.0,548.0,619302.0
AB-102315,Canadian Natural Resources,Peace River,Oil Sands,Colorado Group,56.4813,-116.9498,2020-01-21,2020-02-05,1748.0,Producing,139.3,16.7,34.6,7.32,142404.0,95.0,183386.0
AB-102316,MEG Energy,Peace River,Oil Sands,Clearwater,56.4173,-116.754,2022-02-14,2022-07-03,1184.4,Producing,24.2,6.4,28.3,21.38,16529.0,79.0,34854.0
AB-102317,MEG Energy,Grande Prairie,Oil Sands,Clearwater,54.9597,-118.5736,2001-11-23,2002-01-25,1703.4,Producing,137.2,0.0,97.4,5.46,705125.0,680.0,1596787.0
AB-102318,Suncor Energy,Grande Prairie,Heavy Oil,Montney,55.1581,-119.2976,2023-03-10,2023-07-04,1256.4,Producing,21.6,11.5,34.0,18.83,12363.0,80.0,35571.0
AB-102319,Athabasca Oil Corp,Medicine Hat,Oil,Montney,50.1997,-110.6819,2013-06-18,2013-11-13,1341.3,Abandoned,46.5,0.0,46.8,5.67,105481.0,341.0,299007.0
AB-102320,Canadian Natural Resources,Peace River,Gas,Clearwater,56.111,-117.2604,2019-03-24,2019-05-26,2847.4,Suspended,65.4,0.0,56.0,4.14,3798.0,2601.0,11249.0
AB-102321,Obsidian Energy,Grande Prairie,Gas,Duvernay,55.2361,-118.801,2015-02-12,2015-07-19,1503.9,Abandoned,60.3,0.0,25.3,11.16,382.0,5763.0,186.0
AB-102322,Suncor Energy,Medicine Hat,Gas,Clearwater,50.2867,-110.6155,2000-11-19,2001-05-12,2765.6,Suspended,135.6,0.0,87.1,39.08,3142.0,299.0,2255.0
AB-102323,Crescent Point Energy,Cold Lake,Heavy Oil,Viking,54.0802,-109.9497,2019-01-13,2019-06-14,1185.2,Producing,17.4,1.9,60.1,37.97,41489.0,2248.0,123466.0
AB-102324,Athabasca Oil Corp,Athabasca,Heavy Oil,Montney,56.53,-111.4545,2020-09-21,2020-10-30,1119.1,Producing,84.2,32.1,12.7,21.8,146250.0,135.0,412984.0
AB-102325,Athabasca Oil Corp,Peace River,Gas,Clearwater,56.7041,-116.8044,1998-09-07,1999-01-04,1814.9,Producing,79.2,0.0,71.0,38.29,2546.0,934.0,4889.0
AB-102326,Canadian Natural Resources,Cold Lake,Oil,Colorado Group,54.0723,-110.2165,2010-04-23,2010-07-26,3523.7,Producing,62.1,7.1,45.0,27.11,281445.0,47.0,543977.0
AB-102327,Obsidian Energy,Peace River,Gas,Colorado Group,56.2388,-117.2194,1998-01-07,1998-06-22,1563.0,Producing,95.5,0.9,95.0,12.48,4017.0,99.0,11256.0
AB-102328,Baytex Energy,Medicine Hat,Gas,Montney,50.3067,-110.8841,2016-09-01,2016-12-21,3029.7,Producing,90.4,18.3,85.9,27.61,3062.0,35122.0,6231.0
AB-102329,MEG Energy,Cold Lake,Oil,Cardium,54.0212,-110.3255,2004-12-21,2005-04-22,2819.0,Producing,16.9,0.0,98.0,11.23,65245.0,94.0,105717.0
AB-102330,Crescent Point Energy,Cold Lake,Oil Sands,Viking,54.7884,-110.3167,2006-01-10,2006-02-26,1941.8,Suspended,197.2,0.0,98.0,6.81,996056.0,249.0,473495.0
AB-102331,Athabasca Oil Corp,Peace River,Oil Sands,Viking,56.4986,-116.7395,2000-11-11,2001-02-11,1504.2,Abandoned,52.4,0.0,77.5,37.86,324136.0,176.0,320330.0
AB-102332,Canadian Natural Resources,Grande Prairie,Oil Sands,Montney,55.0471,-118.6705,2014-11-23,2015-02-10,1624.1,Producing,23.7,1.9,31.9,32.99,88845.0,6.0,164882.0
AB-102333,Suncor Energy,Cold Lake,Heavy Oil,Bakken,54.0026,-110.0522,2020-01-16,2020-04-19,2032.5,Producing,87.9,18.6,65.8,23.24,174293.0,85.0,150577.0
AB-102334,Crescent Point Energy,Cold Lake,Oil Sands,Colorado Group,54.4503,-109.8294,2015-07-24,2015-09-17,1505.0,Suspended,47.9,0.0,78.3,26.96,80773.0,226.0,67250.0
AB-102335,Baytex Energy,Peace River,Oil Sands,Duvernay,56.6276,-117.4266,1998-06-05,1998-07-18,2365.2,Producing,15.3,0.1,56.8,30.78,101905.0,41.0,111336.0
AB-102336,Cenovus Energy,Peace River,Oil Sands,Cardium,56.4603,-117.0743,2005-12-08,2006-05-18,1168.5,Producing,294.3,2.6,61.9,8.9,1042974.0,30.0,2364543.0
AB-102337,Baytex Energy,Medicine Hat,Oil,Duvernay,49.8531,-110.4886,2015-03-17,2015-05-18,2935.4,Producing,38.6,12.3,39.0,27.93,106961.0,423.0,163948.0
AB-102338,Cenovus Energy,Cold Lake,Gas,Cardium,54.2527,-109.9194,2001-05-04,2001-09-29,2171.4,Producing,88.3,0.0,66.0,32.31,149.0,1801.0,269.0
AB-102339,Obsidian Energy,Lloydminster,Oil,Clearwater,53.0903,-110.1191,1999-04-12,1999-08-18,1722.2,Abandoned,132.3,0.0,98.0,12.77,1086044.0,6.0,729264.0
AB-102340,Obsidian Energy,Medicine Hat,Heavy Oil,Clearwater,50.2568,-110.449,2019-12-17,2020-03-03,1947.2,Abandoned,87.1,0.0,42.1,7.7,168041.0,37.0,121023.0
AB-102341,Obsidian Energy,Medicine Hat,Gas,Montney,49.8088,-110.9948,2006-02-10,2006-05-17,664.0,Producing,34.3,1.4,75.9,12.6,4737.0,11370.0,2463.0
AB-102342,Canadian Natural Resources,Athabasca,Oil,Clearwater,56.1036,-110.6575,2017-05-05,2017-10-08,1098.9,Producing,47.1,10.2,26.7,23.9,104943.0,160.0,295370.0
AB-102343,Obsidian Energy,Peace River,Oil Sands,Cardium,56.8691,-117.4286,2007-12-05,2008-02-01,3289.6,Suspended,69.6,0.0,53.2,17.62,193466.0,441.0,281982.0
AB-102344,Athabasca Oil Corp,Athabasca,Gas,Montney,56.7158,-111.2627,2015-02-17,2015-03-23,1517.8,Suspended,16.4,0.0,38.2,28.65,1777.0,710.0,3411.0
AB-102345,Canadian Natural Resources,Medicine Hat,Gas,Viking,49.8827,-111.0954,2013-03-27,2013-04-16,2996.4,Suspended,48.9,0.0,62.0,31.23,1263.0,373.0,778.0
AB-102346,Athabasca Oil Corp,Cold Lake,Heavy Oil,Duvernay,54.2718,-110.0125,1998-01-04,1998-02-05,1487.9,Producing,27.0,0.1,91.2,6.33,175758.0,402.0,151582.0
AB-102347,Canadian Natural Resources,Athabasca,Oil,Clearwater,58.0025,-111.4164,2004-10-15,2005-04-08,3189.8,Suspended,287.3,0.0,86.0,16.97,1147514.0,96.0,722108.0
AB-102348,Obsidian Energy,Lloydminster,Oil Sands,Duvernay,53.014,-110.0902,2008-09-10,2009-02-09,1525.7,Abandoned,112.7,0.0,52.0,8.59,521792.0,132.0,698494.0
AB-102349,Imperial Oil,Peace River,Oil,Colorado Group,56.5103,-117.2228,1999-11-21,2000-04-11,1487.2,Producing,73.1,7.7,,25.41,504451.0,23.0,1340988.0
AB-102350,,Athabasca,Gas,Duvernay,57.2059,-111.0614,2015-12-23,2016-01-20,970.7,Producing,27.2,2.8,71.3,32.95,2691.0,560.0,7863.0
AB-102351,MEG Energy,Peace River,Oil,Clearwater,56.9741,-117.2015,2002-07-12,2002-10-22,1347.9,Producing,41.1,2.8,89.5,16.79,342543.0,23.0,184525.0
AB-102352,Imperial Oil,Cold Lake,Oil Sands,Viking,54.0026,-110.003,2020-04-24,2020-07-30,1712.4,Producing,746.4000000000001,17.8,55.7,18.96,95717.0,41.0,176299.0
AB-102353,Whitecap Resources,Athabasca,Heavy Oil,Bakken,56.0942,-111.0793,2008-10-13,2009-03-02,2121.1,Abandoned,70.2,0.0,68.1,34.98,374853.0,23.0,148078.0
AB-102354,Crescent Point Energy,Cold Lake,Heavy Oil,Montney,54.2485,-109.8448,2021-04-03,2021-08-18,1729.1,Suspended,178.9,0.0,36.9,26.21,232246.0,3074.0,550832.0
AB-102355,Canadian Natural Resources,Lloydminster,Oil Sands,Cardium,53.3988,-109.7175,2018-09-27,2018-11-18,527.4,Producing,155.4,69.1,,39.77,297118.0,424.0,438929.0
AB-102356,Baytex Energy,Medicine Hat,Oil,Bakken,50.1459,-110.6053,2022-02-15,2022-03-06,795.9,Producing,29.8,10.6,75.9,28.16,39641.0,428.0,109919.0
AB-102357,Whitecap Resources,Peace River,Oil,McMurray,56.9707,-116.6925,2004-03-03,2004-04-11,848.8,Orphan,99.6,0.0,46.2,24.15,633212.0,190.0,1045066.0
AB-102358,Suncor Energy,Medicine Hat,Oil Sands,Viking,50.3453,-110.9084,2009-11-20,2010-03-25,1108.6,Suspended,19.8,0.0,49.1,16.09,55061.0,8.0,90335.0
AB-102359,Suncor Energy,Medicine Hat,Oil Sands,Duvernay,49.8348,-110.713,2004-12-03,2005-04-15,1810.2,Producing,425.6,13.9,67.5,36.58,2762120.0,111.0,7222874.0
AB-102360,Baytex Energy,Medicine Hat,Oil Sands,Colorado Group,49.989,-111.1595,2018-10-11,2019-03-10,3090.8,Abandoned,22.7,0.0,26.0,29.25,46279.0,99.0,114634.0
AB-102361,Whitecap Resources,Lloydminster,Gas,Duvernay,52.9655,-109.7334,2020-07-18,2020-12-04,1980.9,Suspended,93.1,0.0,90.7,7.7,3858.0,429.0,9862.0
AB-102362,Crescent Point Energy,Peace River,Gas,Colorado Group,56.309,-117.1755,2018-12-02,2019-01-10,1695.9,Producing,33.7,2.9,58.8,36.9,529.0,1266.0,1442.0
AB-102363,Suncor Energy,Medicine Hat,Oil,Colorado Group,50.1708,-111.026,2016-07-16,2016-08-25,1400.9,Producing,30.6,2.6,67.5,10.6,61571.0,121.0,106674.0
AB-102364,Obsidian Energy,Cold Lake,Oil Sands,Colorado Group,54.0844,-110.042,1998-11-03,1999-04-16,2246.8,Suspended,24.0,0.0,90.5,24.85,180357.0,141.0,409159.0
AB-102365,Crescent Point Energy,Cold Lake,Oil,Bakken,54.3307,-110.3135,2004-04-01,2004-04-27,3029.3,Producing,15.8,0.4,74.4,27.59,105348.0,42.0,58010.0
AB-102366,MEG Energy,Peace River,Oil Sands,Montney,56.4872,-117.3265,2010-04-16,2010-06-04,1279.7,Producing,34.5,1.2,,27.95,184066.0,166.0,152168.0
AB-102367,Athabasca Oil Corp,Grande Prairie,Heavy Oil,Cardium,55.0606,-118.8349,1999-03-21,1999-05-26,1430.1,Producing,21.0,0.0,82.6,17.02,150726.0,42.0,381164.0
AB-102368,Whitecap Resources,Peace River,Oil,Bakken,56.6179,-116.5723,1998-09-03,1998-12-28,330.0,Producing,184.0,16.8,80.7,20.62,998535.0,94.0,870887.0
AB-102369,Canadian Natural Resources,Athabasca,Oil,Duvernay,58.3751,-110.7734,2011-05-21,2011-11-07,2269.2,Suspended,20.2,0.0,47.8,20.75,78218.0,28.0,163282.0
AB-102370,Whitecap Resources,Peace River,Oil Sands,Montney,56.1903,-117.0194,2021-10-13,2022-01-05,2842.3,Producing,51.8,19.7,17.8,4.13,53770.0,264.0,151863.0
AB-102371,Baytex Energy,Cold Lake,Gas,Montney,54.7492,-109.821,2007-06-17,2007-10-05,2217.3,Producing,23.0,0.2,46.7,16.49,821.0,3357.0,610.0
AB-102372,Cenovus Energy,Lloydminster,Oil,Colorado Group,52.9769,-110.1501,2022-08-26,2022-09-26,1458.6,Abandoned,163.1,0.0,62.5,26.34,187261.0,521.0,214140.0
AB-102373,Whitecap Resources,Athabasca,Oil Sands,Cardium,57.243,-111.7092,2016-12-15,2017-01-09,1557.6,Suspended,15.7,0.0,58.6,18.97,38260.0,11.0,61812.0
AB-102374,MEG Energy,Cold Lake,Gas,Clearwater,54.7485,-110.3692,2017-05-10,2017-08-03,504.8,Producing,86.8,19.9,31.7,28.49,3147.0,84909.0,3271.0
AB-102375,Obsidian Energy,Medicine Hat,Oil,Cardium,50.2122,-110.8545,2014-10-18,2015-02-23,2219.2,Producing,395.6,9.5,40.5,9.17,1608970.0,258.0,3224850.0
AB-102376,,Lloydminster,Heavy Oil,Clearwater,53.033,-109.9742,1999-08-13,1999-10-12,1241.7,Producing,111.9,0.1,69.2,30.41,650675.0,321.0,421354.0
AB-102377,MEG Energy,Lloydminster,Gas,Viking,52.8307,-109.852,2010-02-22,2010-05-25,2172.0,Abandoned,7.0,0.0,57.0,29.31,4943.0,106.0,12857.0
